Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.20679 0.632653 2.20223 4.1228 118.609 0.240617 0.241925 2.27626 1.01191 5.84822
1.20679 0.653061 2.08163 3.89702 123.726 0.240552 0.24186 2.24422 1.00773 5.94169
1.20679 0.673469 1.9663 3.68111 129.13 0.240512 0.24182 2.2139 1.00341 6.03968
1.20679 0.693878 1.8559 3.47444 134.849 0.240521 0.241829 2.18156 0.999085 6.14491
1.20679 0.714286 1.75011 3.27639 140.918 0.240554 0.241861 2.15395 0.995209 6.24116
1.20679 0.734694 1.64872 3.08658 147.368 0.240632 0.241939 2.12812 0.99149 6.33363
1.20679 0.755102 1.55138 2.90435 154.25 0.240739 0.242047 2.09973 0.987676 6.43488
1.20679 0.77551 1.45788 2.72931 161.612 0.24088 0.242188 2.07505 0.9842 6.52849
1.20679 0.795918 1.368 2.56104 169.512 0.241055 0.242365 2.04997 0.980709 6.62715
1.20679 0.816327 1.28154 2.39917 178.019 0.24127 0.24258 2.02339 0.977062 6.7304
1.20679 0.836735 1.19827 2.24329 187.218 0.241514 0.242825 2.00482 0.974287 6.8127
1.20679 0.857143 1.11807 2.09314 197.203 0.241793 0.243105 1.98037 0.970807 6.91785
1.20679 0.877551 1.04073 1.94835 208.095 0.242104 0.243418 1.95859 0.96781 7.01222
1.20679 0.897959 0.966125 1.80868 220.034 0.242437 0.243752 1.94154 0.965337 7.0963
1.20679 0.918367 0.894089 1.67383 233.2 0.242811 0.244127 1.9206 0.962543 7.18771
1.20679 0.938776 0.824499 1.54355 247.812 0.243213 0.24453 1.90052 0.95946 7.29156
1.20679 0.959184 0.757234 1.41762 264.145 0.243656 0.244975 1.88411 0.957121 7.37758
1.20679 0.979592 0.692186 1.29584 282.552 0.244113 0.245433 1.86881 0.954917 7.46234
1.20679 1 0.629241 1.178 303.496 0.244621 0.245944 1.85225 0.952444 7.55549
1.26486 0 14.7459 27.6058 28.4946 0.265867 0.267264 5.45511 1.36526 2.07097
1.26486 0.0204082 13.4954 25.2647 30.4527 0.263986 0.265377 5.15368 1.33732 2.20161
1.26486 0.0408163 12.4081 23.2293 32.4329 0.262211 0.263595 4.89658 1.31209 2.3376
1.26486 0.0612245 11.454 21.443 34.4388 0.260549 0.261927 4.6631 1.28892 2.47573
1.26486 0.0816327 10.6098 19.8627 36.4741 0.258988 0.260362 4.45972 1.26835 2.60994
